id,move_id/id,account_id/id,balance,source_analytic_id/id,department_analytic_id/id,activity_analytic_id/id,fund_analytic_id/id,note
budget_move_line_155_29e62c65,budget_move_10_5cafbedb,budget.budget_account_5104010208,200000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_186_46db5ea8,budget_move_10_5cafbedb,budget.budget_account_5104010210,48000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_228_9025d061,budget_move_10_5cafbedb,budget.budget_account_5104010211,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_229_a1fb5fb5,budget_move_10_5cafbedb,budget.budget_account_5104030203,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_230_6c24a6bf,budget_move_10_5cafbedb,budget.budget_account_5103010000,160000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_231_08e73bd4,budget_move_10_5cafbedb,budget.budget_account_5104010101,252000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_232_54589c0d,budget_move_10_5cafbedb,budget.budget_account_5104010102,88000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_233_b61118a2,budget_move_10_5cafbedb,budget.budget_account_5104010104,5000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_234_324097e8,budget_move_10_5cafbedb,budget.budget_account_5104010105,40600,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_235_17823562,budget_move_10_5cafbedb,budget.budget_account_5104010112,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_236_a63f1c82,budget_move_10_5cafbedb,budget.budget_account_5104010109,160000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_237_9107754a,budget_move_10_5cafbedb,budget.budget_account_5104010111,61500,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_239_0e0ddb57,budget_move_10_5cafbedb,budget.budget_account_5104010114,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_240_9af170c7,budget_move_10_5cafbedb,budget.budget_account_5104020001,6000000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_241_83c9cd5a,budget_move_10_5cafbedb,budget.budget_account_5104020003,245000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_242_b86e8054,budget_move_10_5cafbedb,budget.budget_account_5104020008,70000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,(รวมค่าธนาณัติ ค่าเช่าตู้ไปรษณีย์)
budget_move_line_247_497afc5a,budget_move_10_5cafbedb,budget.budget_account_5108000024,102000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_248_a4680963,budget_move_10_5cafbedb,budget.budget_account_5108000019,170000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,(มีโครงการรองรับ)
budget_move_line_249_82195c6d,budget_move_10_5cafbedb,budget.budget_account_5108000010,129000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_338_e5432652,budget_move_10_5cafbedb,budget.budget_account_5104010204,958100,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0600,
budget_move_line_339_0f569566,budget_move_10_5cafbedb,budget.budget_account_5104010206,637200,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0600,
budget_move_line_340_f42c6db1,budget_move_10_5cafbedb,budget.budget_account_5104010106,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0600,
budget_move_line_341_9f750c38,budget_move_10_5cafbedb,budget.budget_account_5411000004,4801000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0600,(ค่าดูแลและบำรุงรักษา  Ma ร้อยละ 10)
budget_move_line_342_ae99f6b9,budget_move_10_5cafbedb,budget.budget_account_0702000002,9275000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0702,(15%)
budget_move_line_343_2efb6f19,budget_move_10_5cafbedb,budget.budget_account_0702000001,4547900,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0702,
budget_move_line_384_66e664de,budget_move_10_5cafbedb,budget.budget_account_5101010010,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010111,account_analytic_kmitl.fund_0100,
budget_move_line_385_5f6cb723,budget_move_10_5cafbedb,budget.budget_account_5101020019,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010111,account_analytic_kmitl.fund_0100,
budget_move_line_386_7a822469,budget_move_10_5cafbedb,budget.budget_account_5108000008,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010111,account_analytic_kmitl.fund_0100,
budget_move_line_387_bc71f063,budget_move_10_5cafbedb,budget.budget_account_5108000009,20000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010111,account_analytic_kmitl.fund_0100,
budget_move_line_388_e9e811eb,budget_move_10_5cafbedb,budget.budget_account_5108000037,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010111,account_analytic_kmitl.fund_0100,
budget_move_line_463_fcc7f116,budget_move_10_5cafbedb,budget.budget_account_5101010010,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,
budget_move_line_464_0806c6d1,budget_move_10_5cafbedb,budget.budget_account_5104010109,70000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010113,account_analytic_kmitl.fund_0100,
budget_move_line_465_c6710131,budget_move_10_5cafbedb,budget.budget_account_5107010022,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010114,account_analytic_kmitl.fund_0200,
budget_move_line_466_6183c1b5,budget_move_10_5cafbedb,budget.budget_account_5101020037,40000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010115,account_analytic_kmitl.fund_0500,
budget_move_line_525_5b4017d0,budget_move_10_5cafbedb,budget.budget_account_5108000018,0,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010115,account_analytic_kmitl.fund_0500,
budget_move_line_526_47cf4b7a,budget_move_10_5cafbedb,budget.budget_account_5108000018,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010115,account_analytic_kmitl.fund_0500,
budget_move_line_527_5d6ca5b7,budget_move_10_5cafbedb,budget.budget_account_5108000023,871100,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010115,account_analytic_kmitl.fund_0500,
budget_move_line_528_82701393,budget_move_10_5cafbedb,budget.budget_account_5107010088,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010115,account_analytic_kmitl.fund_0500,
budget_move_line_529_96019404,budget_move_10_5cafbedb,budget.budget_account_5101020014,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,
budget_move_line_530_6fefd4d3,budget_move_10_5cafbedb,budget.budget_account_5104010285,158800,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,
budget_move_line_531_ca5f2bbc,budget_move_10_5cafbedb,budget.budget_account_5104010214,24500,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,
budget_move_line_532_b506c0a3,budget_move_10_5cafbedb,budget.budget_account_5104030203,10000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,(ผู้ที่เดินทางไปต่างประเทศ)
budget_move_line_533_f7ab61ec,budget_move_10_5cafbedb,budget.budget_account_5102010000,200000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,
budget_move_line_534_dfddc440,budget_move_10_5cafbedb,budget.budget_account_5103010000,450000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,
budget_move_line_535_f6b63d1b,budget_move_10_5cafbedb,budget.budget_account_5103020000,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,
budget_move_line_536_a433b891,budget_move_10_5cafbedb,budget.budget_account_5107010021,400000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,
budget_move_line_539_dae6a6d5,budget_move_10_5cafbedb,budget.budget_account_5107010500,229800,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0705,
budget_move_line_572_568410d5,budget_move_10_5cafbedb,budget.budget_account_5104010203,5000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010117,account_analytic_kmitl.fund_0200,
budget_move_line_573_93fe3b0f,budget_move_10_5cafbedb,budget.budget_account_5104010102,15000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010117,account_analytic_kmitl.fund_0200,
budget_move_line_574_4d8e115a,budget_move_10_5cafbedb,budget.budget_account_5104010101,3000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010117,account_analytic_kmitl.fund_0200,
budget_move_line_575_dfd4d8de,budget_move_10_5cafbedb,budget.budget_account_5104010109,32000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010117,account_analytic_kmitl.fund_0200,
budget_move_line_576_3943ce42,budget_move_10_5cafbedb,budget.budget_account_5104030201,100000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010118,account_analytic_kmitl.fund_0200,
budget_move_line_577_517e35de,budget_move_10_5cafbedb,budget.budget_account_5104030101,15000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010118,account_analytic_kmitl.fund_0200,
budget_move_line_578_db983aa2,budget_move_10_5cafbedb,budget.budget_account_5108000019,63800,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010118,account_analytic_kmitl.fund_0200,(มีโครงการรองรับ)
budget_move_line_579_eb9938a6,budget_move_10_5cafbedb,budget.budget_account_5101020104,10000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010119,account_analytic_kmitl.fund_0200,
budget_move_line_580_f414dd57,budget_move_10_5cafbedb,budget.budget_account_5101020024,5000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010119,account_analytic_kmitl.fund_0200,
budget_move_line_635_4d22e99d,budget_move_10_5cafbedb,budget.budget_account_5101010010,10000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_090100201,account_analytic_kmitl.fund_0400,
budget_move_line_636_f2a8fc33,budget_move_10_5cafbedb,budget.budget_account_5101020104,103500,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_090100201,account_analytic_kmitl.fund_0400,
budget_move_line_637_c5a0ee85,budget_move_10_5cafbedb,budget.budget_account_5104010203,5000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_090100201,account_analytic_kmitl.fund_0400,
budget_move_line_638_d1059edb,budget_move_10_5cafbedb,budget.budget_account_5104010109,20000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_090100201,account_analytic_kmitl.fund_0400,
budget_move_line_639_412af5b7,budget_move_10_5cafbedb,budget.budget_account_5104010101,5000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_090100201,account_analytic_kmitl.fund_0400,
budget_move_line_640_ec1e550a,budget_move_10_5cafbedb,budget.budget_account_5107010092,1130000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_090100201,account_analytic_kmitl.fund_0400,
budget_move_line_641_2c2df662,budget_move_10_5cafbedb,budget.budget_account_5107010500,80000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_090100201,account_analytic_kmitl.fund_0705,
budget_move_line_642_2c3379c0,budget_move_10_5cafbedb,budget.budget_account_5107010202,800000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_060040401,account_analytic_kmitl.fund_0300,
budget_move_line_903_aa2be280,budget_move_10_5cafbedb,budget.budget_account_5104030209,1868000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_03,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0600,
budget_move_line_98_4d4f6808,budget_move_8_09ff6f88,budget.budget_account_5101010010,110000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_126_146a56c4,budget_move_8_09ff6f88,budget.budget_account_5104010291,5000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_127_2c02ea5b,budget_move_8_09ff6f88,budget.budget_account_5104030202,10000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_128_16db567e,budget_move_8_09ff6f88,budget.budget_account_5104010203,300000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_129_ae8a4983,budget_move_8_09ff6f88,budget.budget_account_5104010202,80000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_130_a198867b,budget_move_8_09ff6f88,budget.budget_account_5102010000,70000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_131_3c146693,budget_move_8_09ff6f88,budget.budget_account_5104030100,30000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_282_c6926fd2,budget_move_8_09ff6f88,budget.budget_account_5104010112,20000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_283_4fcc9e31,budget_move_8_09ff6f88,budget.budget_account_5104010114,45000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_284_85c93f13,budget_move_8_09ff6f88,budget.budget_account_5104010111,20000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_285_c33d3122,budget_move_8_09ff6f88,budget.budget_account_5104010109,80000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_286_8ffe12ca,budget_move_8_09ff6f88,budget.budget_account_5104010106,11200,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_287_8ad097a7,budget_move_8_09ff6f88,budget.budget_account_5104010105,20000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_288_24d1244a,budget_move_8_09ff6f88,budget.budget_account_5104010102,30000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_289_5ebaeacb,budget_move_8_09ff6f88,budget.budget_account_5104010101,160000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_290_1fd2e77a,budget_move_8_09ff6f88,budget.budget_account_5104020008,25000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_291_df327173,budget_move_8_09ff6f88,budget.budget_account_5104020005,5000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_292_3f8bd1cb,budget_move_8_09ff6f88,budget.budget_account_5108000024,250000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_293_f524a20e,budget_move_8_09ff6f88,budget.budget_account_5108000020,310000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,"- ค่าใช้จ่ายในการจัดกิจกรรมส่งเสริมการเรียนรู้ตลอดชีวิต 110,000 บาท\n- ค่าใช้จ่ายในการจัดกรรมส่งเสริมการใช้บริการห้องสมุดดิจิทัล 100,000 บาท\n- ค่าใช้จ่ายในการจัดกิจกรรมวันสำคัญต่างๆ 100,000 บาท"
budget_move_line_314_28d4502f,budget_move_8_09ff6f88,budget.budget_account_5104010206,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0600,
budget_move_line_315_f9737ee3,budget_move_8_09ff6f88,budget.budget_account_5104010204,80000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0600,
budget_move_line_316_2699a756,budget_move_8_09ff6f88,budget.budget_account_5101010010,240000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010112,account_analytic_kmitl.fund_0100,
budget_move_line_317_92d9cdb3,budget_move_8_09ff6f88,budget.budget_account_5104010203,15000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010112,account_analytic_kmitl.fund_0100,
budget_move_line_357_96963ae1,budget_move_8_09ff6f88,budget.budget_account_5104010291,2287900,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010112,account_analytic_kmitl.fund_0100,"ค่าลิขสิทธิ์ ซอฟแวร์ 2,287,900 บาท\n- ค่าเช่าลิขสิทธิ์ ซอฟแวร์ สำเร็จรูป  License Software Turnitin 951,300 บาท\n- ค่าเช่าลิขสิทธิ์ ซอฟแวร์ สำเร็จรูป  License Software Open Athens 492,300 บาท\n- ค่าเช่าลิขสิทธิ์ ซอฟแวร์ สำเร็จรูป  License Software Grammarly 338,300 บาท\n- ค่าเช่าลิขสิทธิ์ ซอฟแวร์ สำเร็จรูป  License Software EndNote 506,000 บาท"
budget_move_line_358_27d291f0,budget_move_8_09ff6f88,budget.budget_account_5103010000,30000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010112,account_analytic_kmitl.fund_0100,
budget_move_line_359_f0e4533e,budget_move_8_09ff6f88,budget.budget_account_5104010109,150000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010112,account_analytic_kmitl.fund_0100,
budget_move_line_360_2c23bd3b,budget_move_8_09ff6f88,budget.budget_account_5104010110,230000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010112,account_analytic_kmitl.fund_0100,
budget_move_line_441_1b453a53,budget_move_8_09ff6f88,budget.budget_account_5104010204,1267000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010112,account_analytic_kmitl.fund_0600,"ค่าซ่อมแซมและบำรุงรักษาครุภัณฑ์ 1,267,000 บาท\n- ค่าซ่อมแซมและบำรุงรักษาครุภัณฑ์ 300,000 บาท\n- ค่าบำรุงรักษาระบบห้องสมุดอัตโนมัติ WALAI AutoLib 220,000 บาท\n- ค่าบำรุงรักษาเครื่องแม่ข่าย (Sever) ระบบห้องสมุด 257,000 บาท\n- ค่าบำรุงรักษาระบบบริหารจัดการวิทยานิพนธ์ (Ithesis) 160,000 บาท\n- ค่าบำรุงรักษาระบบสนับสนุนการจัดเก็บและการบริหาร (RFID) 330,000 บาท"
budget_move_line_442_5e573e6b,budget_move_8_09ff6f88,budget.budget_account_5104010214,90000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_09007010116,account_analytic_kmitl.fund_0703,"โครงการ/กิจกรรมฝึกอบรมของหน่วยงาน 90,000 บาท"
budget_move_line_443_adb6f7e2,budget_move_8_09ff6f88,budget.budget_account_5107010092,90000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_090100201,account_analytic_kmitl.fund_0400,"โครงการ/กิจกรรมบริการวิชาการ 90,000 บาท"
budget_move_line_444_cfd66742,budget_move_8_09ff6f88,budget.budget_account_5107010091,30000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_10,account_analytic_kmitl.activity_090110301,account_analytic_kmitl.fund_0701,"โครงการ/กิจกรรมทำนุบำรุงศิลปวัฒนธรรม 30,000 บาท"
budget_move_line_96_19b09360,budget_move_7_b2d06ca9,budget.budget_account_5101010040,202100,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_118_e728b6e6,budget_move_7_b2d06ca9,budget.budget_account_5101010017,2543400,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_119_42741446,budget_move_7_b2d06ca9,budget.budget_account_5101010038,3287400,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_120_d1ffda1c,budget_move_7_b2d06ca9,budget.budget_account_5101010004,1545600,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_121_21636fb0,budget_move_7_b2d06ca9,budget.budget_account_5101010039,132000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_122_6f70c20f,budget_move_7_b2d06ca9,budget.budget_account_5101020045,604000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_123_7f6a4708,budget_move_7_b2d06ca9,budget.budget_account_5101020051,192600,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_124_746bda71,budget_move_7_b2d06ca9,budget.budget_account_5101030245,604000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_164_64bf7e6a,budget_move_7_b2d06ca9,budget.budget_account_5101010010,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_165_5b9661f7,budget_move_7_b2d06ca9,budget.budget_account_5104030201,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_166_3824d37f,budget_move_7_b2d06ca9,budget.budget_account_5101020014,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_209_e9a01aab,budget_move_7_b2d06ca9,budget.budget_account_5104010202,50000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_210_34b86199,budget_move_7_b2d06ca9,budget.budget_account_5104010203,1620000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_211_83104d65,budget_move_7_b2d06ca9,budget.budget_account_5104010208,250000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_212_a8649aab,budget_move_7_b2d06ca9,budget.budget_account_5104010201,20000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_213_afc34bed,budget_move_7_b2d06ca9,budget.budget_account_5104010211,20000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_214_9518ff45,budget_move_7_b2d06ca9,budget.budget_account_5104010210,25000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
budget_move_line_268_84dedcdb,budget_move_7_b2d06ca9,budget.budget_account_5103010000,150000,account_analytic_kmitl.source_2,account_analytic_kmitl.dept_41,account_analytic_kmitl.activity_09007010110,account_analytic_kmitl.fund_0100,
