id,code,name,parent_id/id,level
P1312,P1312,หมุดหมายที่ 12 ไทยมีกำลังคนสมรรถนะสูง มุ่งเรียนรู้อย่างต่อเนื่อง ตอบโจทย์การพัฒนาแห่งอนาคต,P13,2
P131201,P131201,เป้าหมายที่ 12.1 คนไทยได้รับการพัฒนาอย่างเต็มศักยภาพในทุกช่วงวัย มีสมรรถนะที่จำเป็นสำหรับโลกยุคใหม่มีคุณลักษณะตามบรรทัดฐานที่ดีของสังคม มีคุณธรรม จริยธรรม และมีภูมิคุ้มกันต่อการเปลี่ยนแปลงอย่างพลิกโฉมฉับพลันของโลก สามารถดำรงชีวิตร่วมกันในสังคมได้อย่างสงบสุข,P1312,2
P131202,P131202,เป้าหมายที่ 12.2 กำลังคนมีสมรรถนะสูง สอดคล้องกับความต้องการของภาคการผลิตเป้าหมาย และสามารถสร้างงานอนาคต,P1312,2
P131203,P131203,เป้าหมายที่ 12.3 ประชาชนทุกกลุ่มเข้าถึงการเรียนรู้ตลอดชีวิต,P1312,2
P1313,P1313,หมุดหมายที่ 13 ไทยมีภาครัฐที่ทันสมัย มีประสิทธิภาพ และตอบโจทย์ประชาชน,P13,2
P131301,P131301,เป้าหมายที่ 13.1 การบริการภาครัฐ มีคุณภาพ เข้าถึงได้,P1313,2
P131302,P131302,เป้าหมายที่ 13.2 ภาครัฐที่มีขีดสมรรถนะสูง คล่องตัว,P1313,2
K,K,แผนกลยุทธ์สถาบัน,,3
K01,K01,ประเด็นยุทธศาสตร์ ที่ 1 สร้างสรรค์งานวิจัยและนวัตกรรมอย่างยั่งยืน,K,3
K0101,K0101,เป้าประสงค์ ที่ 1.ก งานวิจัยที่ตรงกับความต้องการหรือเป็นที่ยอมรับของสังคม (Research output),K01,3
K010101,K010101,กลยุทธ์ ที่ 1.1.1 ส่งเสริมการทำวิจัยที่ตอบสนองความต้องการ/แก้ไขปัญหาของประเทศ,K0101,3
K01010101,K01010101,ตัวชี้วัด ที่ 1.1 จำนวนผลงานวิจัยตีพิมพ์เผยแพร่ระดับนานาชาติต่อจำนวนอาจารย์ประจำและนักวิจัยประจำ,K010101,3
K010102,K010102,กลยุทธ์ ที่ 1.1.2 ส่งเสริมการทำวิจัยเพื่อการตีพิมพ์,K0101,3
K01010201,K01010201,ตัวชี้วัด ที่ 1.1 จำนวนผลงานวิจัยตีพิมพ์เผยแพร่ระดับนานาชาติต่อจำนวนอาจารย์ประจำและนักวิจัยประจำ,K010102,3
K0102,K0102,เป้าประสงค์ ที่ 1.ข งานวิจัยถ่ายทอดสู่สังคม (Knowledge & Technology Transfer),K01,3
K010201,K010201,กลยุทธ์ ที่ 1.2.1 นำองค์ความรู้/นวัตกรรมถ่ายทอดสู่สังคมอย่างยั่งยืนและต่อยอดเชิงพาณิชย์,K0102,3
K01020101,K01020101,ตัวชี้วัด ที่ 1.2 จำนวนผลงานวิจัยและนวัตกรรมที่เผยแพร่ในวารสารหรือนำไปใช้อ้างอิงในระดับชาติหรือนานาชาติหรือนำไปใช้ประโยชน์  หรือต่อยอดในเชิงพาณิชย์,K010201,3
K01020102,K01020102,ตัวชี้วัด ที่ 1.3  จำนวนที่ขอยื่นจดสิทธิบัตร/อนุสิทธิบัตร,K010201,3
K01020103,K01020103,ตัวชี้วัด ที่ 1.4 จำนวนผลงานวิจัยที่ทำความร่วมมือกับภาคอุตสาหกรรมเชิงพาณิชย์,K010201,3
K0103,K0103,เป้าประสงค์ ที่ 1.ค เงินสนับสนุนงานวิจัย  หรืองานสร้างสรรค์จากแหล่งทุนภายนอก,K01,3
K010301,K010301,กลยุทธ์ ที่ 1.5.1 จัดตลาดนัดแสดงผลงานวิจัยจากหิ้งสู่ห้าง,K0103,3
K01030101,K01030101,ตัวชี้วัด ที่ 1.5 ร้อยละของเงินทุนวิจัยจากแหล่งทุนภายนอกที่เพิ่มขึ้น,K010301,3
K010302,K010302,กลยุทธ์ ที่ 1.6.1 สร้างเครือข่ายความร่วมมือการทำวิจัยกับหน่วยงานภายนอก/ภาคอุตสาหกรรม,K0103,3
K01030201,K01030201,ตัวชี้วัด ที่ 1.6 เงินสนับสนุนงานวิจัยหรืองานสร้างสรรค์จากหน่วยงานภายนอกต่อจำนวนอาจารย์ประจำ,K010302,3
K010303,K010303,กลยุทธ์ ที่ 1.6.2 ระดมทุนจากภาคอุตสาหกรรม/หน่วยงาน/ศิษย์เก่า,K0103,3
K01030301,K01030301,ตัวชี้วัด ที่ 1.6 เงินสนับสนุนงานวิจัยหรืองานสร้างสรรค์จากหน่วยงานภายนอกต่อจำนวนอาจารย์ประจำ,K010303,3
K02,K02,ประเด็นยุทธศาสตร์ ที่ 2 เสริมสร้างศักยภาพและผลิตกำลังคนตามความต้องการของประเทศและบริบทโลก,K,3
K0201,K0201,เป้าประสงค์ ที่ 2.ก บัณฑิตมีศักยภาพและตรงตามความต้องการของประเทศและบริบทโลก,K02,3
K020101,K020101,กลยุทธ์ ที่ 2.1.1 ผลิตบัณฑิตให้มีคุณลักษณะตามอัตลักษณ์ของสถาบันและตรงตามความต้องการของประเทศและบริบทโลก,K0201,3
K02010101,K02010101,ตัวชี้วัด ที่ 2.1 ร้อยละของบัณฑิตระดับปริญญาตรีที่ได้งานทำหรือประกอบอาชีพอิสระภายใน 1 ปี,K020101,3
K02010102,K02010102,ตัวชี้วัด ที่ 2.2 ร้อยละความพึงพอใจของผู้ใช้บัณฑิตตามมาตรฐาน,K020101,3
K02010103,K02010103,ตัวชี้วัด ที่ 2.3 อัตราผลตอบแทนเฉลี่ยของบัณฑิตเมื่อเทียบกับค่ามาตรฐานกระทรวงแรงงาน,K020101,3
K02010104,K02010104,ตัวชี้วัด ที่ 2.4 จำนวนผู้เข้าร่วมโครงการผ่านการทดสอบ TOEFL หรือ TOEIC,K020101,3
K020102,K020102,กลยุทธ์ ที่ 2.5.1 ปรับปรุงระบบ/วิธีการคัดเลือกนักศึกษา,K0201,3
K02010201,K02010201,ตัวชี้วัด ที่ 2.5 ร้อยละของนักศึกษาที่มีผลการเรียนเฉลี่ยสะสมไม่ได้ตามเกณฑ์ (Probation),K020102,3
K020103,K020103,กลยุทธ์ ที่ 2.6.1 พัฒนาหลักสูตรให้มีความหลากหลายหรือร่วมมือกับหน่วยงานระดับชาติหรือระดับนานาชาติ,K0201,3
K02010301,K02010301,ตัวชี้วัด ที่ 2.6 ร้อยละของหลักสูตรที่ได้รับการร่วมมือ/แลกเปลี่ยนจากหน่วยงานระดับชาติและ/หรือระดับนานาชาติ,K020103,3
K02010302,K02010302,ตัวชี้วัด ที่ 2.7 จำนวนหลักสูตรภาษาอังกฤษและหลักสูตรนานาชาติ,K020103,3
K020104,K020104,กลยุทธ์ ที่ 2.8.1 พัฒนากระบวนการจัดการเรียนการสอน โดยเน้นการปฏิบัติจริง,K0201,3
K02010401,K02010401,ตัวชี้วัด ที่ 2.8 ร้อยละของหลักสูตรที่มีรูปแบบ work Integrated Learning /Active Learning/Out Reach Program ต่อหลักสูตรทั้งหมด,K020104,3
K02010402,K02010402,ตัวชี้วัด ที่ 2.9 จำนวนงานวิจัยหรืองานออกแบบหรืองานสร้างสรรค์หรือสิ่งประดิษฐ์ของนักศึกษาที่ได้รับตีพิมพ์หรือได้รับรางวัลระดับชาติและหรือระดับนานาชาติ,K020104,3
K020105,K020105,กลยุทธ์ ที่ 2.10.1 ทำความร่วมมือทางวิชาการกับมหาวิทยาลัยชั้นนำในต่างประเทศ (TOP 200),K0201,3
K02010501,K02010501,ตัวชี้วัด ที่ 2.10 จำนวนอาจารย์/นักวิจัยชาวต่างประเทศที่ปฏิบัติงานเต็มเวลา 3 เดือนขึ้นไป,K020105,3
K02010502,K02010502,ตัวชี้วัด ที่ 2.11 จำนวนอาจารย์/นักวิจัยแลกเปลี่ยน (Inbound-Outbound),K020105,3
K02010503,K02010503,ตัวชี้วัด ที่ 2.12 จำนวนนักศึกษาต่างชาติเต็มเวลา,K020105,3
K02010504,K02010504,ตัวชี้วัด ที่ 2.13 จำนวนนักศึกษาแลกเปลี่ยนอย่างน้อย 1 ภาคการศึกษา (Inbound-Outbound),K020105,3
K02010505,K02010505,ตัวชี้วัด ที่ 2.14 จำนวนมหาวิทยาลัยในต่างประเทศที่มีการแลกเปลี่ยนบุคลากรและนักศึกษา,K020105,3
K02010506,K02010506,ตัวชี้วัด ที่ 2.15 จำนวนผู้เชี่ยวชาญต่างชาติเพิ่มขึ้น,K020105,3
K02010507,K02010507,ตัวชี้วัด ที่ 2.16 จำนวนศูนย์ประสานงานพระจอมเกล้าลาดกระบังในต่างประเทศ,K020105,3
K020106,K020106,กลยุทธ์ ที่ 2.17.1 ทำความร่วมมือกับภาคอุตสาหกรรม (Set Index 100),K0201,3
K02010601,K02010601,ตัวชี้วัด ที่ 2.17 จำนวนความร่วมมือกับภาคอุตสาหกรรม,K020106,3
K03,K03,ประเด็นยุทธศาสตร์ ที่ 3 ส่งเสริมบริการวิชาการพัฒนารากฐานองค์ความรู้สู่สังคม,K,3
K0301,K0301,เป้าประสงค์ ที่ 3.ก มุ่งบริการวิชาการเพื่อแก้ไขปัญหาภาคอุตสาหกรรม สังคมและประเทศ,K03,3
K030101,K030101,กลยุทธ์ ที่ 3.1.1 ส่งเสริมบริการวิชาการเพื่อแก้ปัญหาภาคอุตสาหกรรม (Stakeholder Engagement),K0301,3
K03010101,K03010101,ตัวชี้วัด ที่ 3.1 ร้อยละโครงการบริการวิชาการที่ร่วมมือกับภาคอุตสาหกรรม,K030101,3
K030102,K030102,กลยุทธ์ ที่ 3.2.1 สนับสนุนการบริการวิชาการเพื่อแก้ไขปัญหาสังคมและประเทศ,K0301,3
K03010201,K03010201,ตัวชี้วัด ที่ 3.2 ร้อยละของจำนวนโครงการบริการวิชาการที่แก้ไขปัญหาสังคมหรือสร้างความเข้มแข็งให้ สังคม,K030102,3
K030103,K030103,กลยุทธ์ ที่ 3.3.1 สร้างและพัฒนาวิสาหกิจเริ่มต้นและผู้ประกอบการรายใหม่,K0301,3
K03010301,K03010301,ตัวชี้วัด ที่ 3.3 จำนวนผู้ประกอบการ (Start up),K030103,3
K0302,K0302,เป้าประสงค์ ที่ 3.ข รายได้เพิ่มจากการบริการวิชาการ,K03,3
K030201,K030201,กลยุทธ์ ที่ 3.4.1 จัดหารายได้เพิ่มจากองค์ความรู้และหรือทรัพย์สินทางปัญญา,K0302,3
K03020101,K03020101,ตัวชี้วัด ที่ 3.4 ร้อยละของรายได้จากงานบริการวิชาการที่เพิ่มขึ้น,K030201,3
K03020102,K03020102,ตัวชี้วัด ที่ 3.5 จำนวนการยื่นขอจดทะเบียนทรัพย์สินทางปัญญา,K030201,3
K04,K04,ประเด็นยุทธศาสตร์ ที่ 4 สนับสนุนการพัฒนาองค์กรคุณภาพอย่างยั่งยืน (KMITL Excellence),K,3
K0401,K0401,เป้าประสงค์ ที่ 4.ก ระบบบริหารจัดการและบุคลากรมีคุณภาพที่ดี ทันสมัย ยั่งยืน,K04,3
K040101,K040101,กลยุทธ์ ที่ 4.1.1 เพิ่มประสิทธิภาพระบบบริหารจัดการให้มีคุณภาพ โปร่งใส เป็นธรรม,K0401,3
K04010101,K04010101,ตัวชี้วัด ที่ 4.1 ร้อยละความพึงพอใจของผู้รับบริการที่มีต่อการให้บริการ,K040101,3
K04010102,K04010102,ตัวชี้วัด ที่ 4.2 ร้อยละของระบบงานที่สามารถลดรอบระยะเวลาในการให้บริการที่รวดเร็ว,K040101,3
K040102,K040102,กลยุทธ์ ที่ 4.3.1 เพิ่มประสิทธิภาพระบบตรวจสอบและควบคุม,K0401,3
K04010201,K04010201,ตัวชี้วัด ที่ 4.3 ร้อยละของความสำเร็จในการจัดทำระบบบริหารความเสี่ยงและควบคุมภายใน,K040102,3
K04010202,K04010202,ตัวชี้วัด ที่ 4.4 ร้อยละการเบิกจ่ายเมื่อเทียบกับงบประมาณที่ได้รับจัดสรร,K040102,3
K04010203,K04010203,ตัวชี้วัด ที่ 4.5 ร้อยละของผู้ตรวจสอบภายในผ่านเกณฑ์มาตรฐานมืออาชีพ,K040102,3
K040103,K040103,กลยุทธ์ ที่ 4.6.1 พัฒนาระบบบริหารทรัพยากรบุคคลให้มีคุณภาพ,K0401,3
K04010301,K04010301,กลยุทธ์ ที่ 4.1.1 เพิ่มประสิทธิภาพระบบบริหารจัดการให้มีคุณภาพ โปร่งใส เป็นธรรม,K040103,3
K0401030101,K0401030101,ตัวชี้วัด ที่ 4.1 ร้อยละความพึงพอใจของผู้รับบริการที่มีต่อการให้บริการ,K04010301,3
K0401030102,K0401030102,ตัวชี้วัด ที่ 4.2 ร้อยละของระบบงานที่สามารถลดรอบระยะเวลาในการให้บริการที่รวดเร็ว,K04010301,3
K040104,K040104,กลยุทธ์ ที่ 4.3.1 เพิ่มประสิทธิภาพระบบตรวจสอบและควบคุม,K0401,3
K04010401,K04010401,ตัวชี้วัด ที่ 4.3 ร้อยละของความสำเร็จในการจัดทำระบบบริหารความเสี่ยงและควบคุมภายใน,K040104,3
K04010402,K04010402,ตัวชี้วัด ที่ 4.4 ร้อยละการเบิกจ่ายเมื่อเทียบกับงบประมาณที่ได้รับจัดสรร,K040104,3
K04010403,K04010403,ตัวชี้วัด ที่ 4.5 ร้อยละของผู้ตรวจสอบภายในผ่านเกณฑ์มาตรฐานมืออาชีพ,K040104,3
K040105,K040105,กลยุทธ์ ที่ 4.6.1 พัฒนาระบบบริหารทรัพยากรบุคคลให้มีคุณภาพ,K0401,3
K04010501,K04010501,ตัวชี้วัด ที่ 4.6 จำนวนผู้ผ่านการอบรมตามโครงสร้างผู้บริหารยุคใหม่,K040105,3
K04010502,K04010502,ตัวชี้วัด ที่ 4.7 ร้อยละของบุคลากรสายสนับสนุนที่ดำรงตำแหน่งทางวิชาการเพิ่มขึ้น,K040105,3
K04010503,K04010503,ตัวชี้วัด ที่ 4.8 ร้อยละของตำแหน่งทางวิชาการ (ศ./รศ.) ต่อจำนวนอาจารย์ประจำ,K040105,3
K04010504,K04010504,ตัวชี้วัด ที่ 4.9 ร้อยละของอาจารย์ที่มีวุฒิปริญญาเอกหรือเทียบเท่าต่ออาจารย์ประจำ,K040105,3
K0402,K0402,เป้าประสงค์ ที่ 4.ข เป็นสถาบันที่ใช้ระบบเทคโนโลยีที่ทันสมัย (e-university),K04,3
K040201,K040201,กลยุทธ์ ที่ 4.10.1 พัฒนาระบบเทคโนโลยีที่ทันสมัยมาใช้ให้ครอบคลุมทุกพันธกิจ,K0402,3
K04020101,K04020101,ตัวชี้วัด ที่ 4.10 ระดับความสำเร็จในการนำระบบสารสนเทศมาใช้ในการดำเนินงานตามพันธกิจ,K040201,3
K04020102,K04020102,ตัวชี้วัด ที่ 4.11 ร้อยละของจำนวนส่วนงานที่นำข้อมูลเข้าระบบเพื่อการบริหารจัดการตามพันธกิจ,K040201,3
K04020103,K04020103,ตัวชี้วัด ที่ 4.12 ร้อยละของพื้นที่ให้บริการมี wireless internet,K040201,3
K0403,K0403,เป้าประสงค์ ที่ 4.ค สภาพแวดล้อมที่ดีมีสุข (Environment Well-Being),K04,3
K040301,K040301,กลยุทธ์ ที่ 4.13.1 ปรับปรุงสภาพแวดล้อมให้เป็นสถาบันสีเขียว (Green-University),K0403,3
K04030101,K04030101,ตัวชี้วัด ที่ 4.13 ร้อยละความสำเร็จในการสรุปแผนแม่บททางกายภาพ,K040301,3
K040302,K040302,กลยุทธ์ ที่ 4.15.1 ปรับปรุงความปลอดภัยภายในองค์กร (Safety Organization),K0403,3
K04030201,K04030201,ตัวชี้วัด ที่ 4.15 ร้อยละความพึงพอใจของบุคลากรและนักศึกษาที่มีต่อสภาพแวดล้อมคุณภาพชีวิต,K040302,3
K040303,K040303,กลยุทธ์ ที่ 4.16.1 ยกระดับคุณภาพชีวิตที่ดี (Improves Quality Of Life),K0403,3
K04030301,K04030301,ตัวชี้วัด ที่ 4.16 ระดับความผูกพันของบุคลากรที่มีต่อสถาบัน,K040303,3
K0404,K0404,เป้าประสงค์ ที่ 4.ง รายได้เพิ่มอย่างยั่งยืน,K04,3
K040401,K040401,กลยุทธ์ ที่ 4.17.1 ระบบบริหารจัดการทางการเงิน,K0404,3
K04040101,K04040101,ตัวชี้วัด ที่ 4.17 ร้อยละความสำเร็จในการจัดทำแผนกลยุทธ์ทางการเงิน,K040401,3
K04040102,K04040102,ตัวชี้วัด ที่ 4.18 ร้อยละของรายได้ที่เพิ่มขึ้น (จากรายได้ทั้งหมด),K040401,3
K04040103,K04040103,ตัวชี้วัด ที่ 4.19 ร้อยละของรายได้อื่นๆ ต่อรายได้ทั้งหมด (นอกเหนือค่าธรรมเนียมการศึกษา),K040401,3
